date,open,high,low,close,volume,average,barCount
2023-10-11,3275.0,3275.0,3275.0,3275.0,0.0,3275.0,0
2023-10-12,3312.0,3312.0,3312.0,3312.0,0.0,3312.0,0
2023-10-13,3314.0,3314.0,3314.0,3314.0,0.0,3314.0,0
2023-10-16,3368.0,3388.0,3368.0,3388.0,1.0,3368.0,1
2023-10-17,3435.0,3435.0,3435.0,3435.0,0.0,3435.0,0
2023-10-18,3434.0,3434.0,3434.0,3434.0,0.0,3434.0,0
2023-10-19,3447.0,3447.0,3447.0,3447.0,0.0,3447.0,0
2023-10-20,3486.0,3486.0,3486.0,3486.0,0.0,3486.0,0
2023-10-23,3552.0,3552.0,3552.0,3552.0,0.0,3552.0,0
2023-10-24,3521.0,3521.0,3521.0,3521.0,0.0,3521.0,0
2023-10-25,3564.0,3564.0,3528.0,3528.0,1.0,3564.0,1
2023-10-26,3531.0,3595.0,3528.0,3576.0,19.0,3546.3,19
2023-10-27,3555.0,3589.0,3547.0,3589.0,6.0,3550.8,6
2023-10-30,3578.0,3578.0,3578.0,3578.0,0.0,3578.0,0
2023-10-31,3575.0,3575.0,3575.0,3575.0,0.0,3575.0,0
2023-11-01,3541.0,3542.0,3539.0,3539.0,2.0,3541.5,2
2023-11-02,3576.0,3590.0,3576.0,3590.0,2.0,3581.5,2
2023-11-03,3608.0,3608.0,3608.0,3608.0,0.0,3608.0,0
2023-11-06,3596.0,3596.0,3589.0,3589.0,1.0,3596.0,1
2023-11-07,3579.0,3579.0,3569.0,3571.0,10.0,3572.7,10
2023-11-08,3553.0,3593.0,3553.0,3593.0,7.0,3553.0,7
2023-11-09,3617.0,3617.0,3617.0,3617.0,0.0,3617.0,0
2023-11-10,3640.0,3640.0,3640.0,3640.0,0.0,3640.0,0
2023-11-13,3692.0,3692.0,3692.0,3692.0,0.0,3692.0,0
2023-11-14,3720.0,3725.0,3646.0,3646.0,3.0,3718.7,3
2023-11-15,3646.0,3646.0,3646.0,3646.0,0.0,3646.0,0
2023-11-16,3648.0,3648.0,3646.0,3646.0,1.0,3648.0,1
2023-11-17,3645.0,3692.0,3645.0,3692.0,1.0,3645.0,1
2023-11-20,3649.0,3649.0,3649.0,3649.0,0.0,3649.0,0
2023-11-21,3647.0,3654.0,3607.0,3629.0,61.0,3623.0,61
2023-11-22,3599.0,3599.0,3599.0,3599.0,0.0,3599.0,0
2023-11-24,3618.0,3621.0,3607.0,3607.0,25.0,3613.6,25
2023-11-27,3630.0,3630.0,3630.0,3630.0,0.0,3630.0,0
2023-11-28,3687.0,3687.0,3680.0,3680.0,1.0,3687.0,1
2023-11-29,3662.0,3678.0,3658.0,3678.0,20.0,3661.2,20
2023-11-30,3703.0,3707.0,3670.0,3671.0,11.0,3684.0,11
2023-12-01,3672.0,3672.0,3616.0,3642.0,17.0,3658.2,17
2023-12-04,3663.0,3670.0,3639.0,3639.0,16.0,3664.0,16
2023-12-05,3648.0,3648.0,3631.0,3631.0,5.0,3643.8,5
2023-12-06,3631.0,3656.0,3631.0,3656.0,3.0,3631.0,3
2023-12-07,3666.0,3667.0,3660.0,3667.0,11.0,3663.5,7
2023-12-08,3661.0,3661.0,3661.0,3661.0,0.0,3661.0,0
2023-12-11,3628.0,3634.0,3628.0,3634.0,4.0,3628.3,4
2023-12-12,3655.0,3657.0,3650.0,3657.0,2.0,3652.5,2
2023-12-13,3666.0,3696.0,3651.0,3693.0,164.0,3682.4,164
2023-12-14,3701.0,3754.0,3701.0,3747.0,33.0,3745.5,33
2023-12-15,3738.0,3743.0,3703.0,3715.0,17.0,3736.6,17
2023-12-18,3733.0,3733.0,3733.0,3733.0,0.0,3733.0,0
2023-12-19,3740.0,3740.0,3740.0,3740.0,0.0,3740.0,0
2023-12-20,3736.0,3736.0,3736.0,3736.0,0.0,3736.0,0
2023-12-21,3733.0,3733.0,3733.0,3733.0,0.0,3733.0,0
